番号,集数,名字,播放量,投稿时间,作者,收藏数,硬币数,评论数,弹幕数,标签 
14208920,26,【480P/DVDRIP】长尾豹历险记/长尾马修【国语中字】,444,2017-09-06 16:50,终生大会员,35,2,3,0,"['长尾豹历险记', '长尾马修', '4到6没字幕']"
14192647,1,【720P】精灵宝可梦剧场版 酋雷姆VS圣剑士凯路迪欧 【日语】,1434,2017-09-06 16:48,野望信长,53,1,5,21,['精灵宝可梦']
14214638,12,【720P】三者三叶【英配熟肉】,960,2017-09-06 16:19,无所事事哈士奇,84,12,5,1,"['日本动画', '校园', '720P']"
14205800,26,【合集】幻想魔傳·最遊記【华娱卫视国语/台配国语】【1-26话】,10100,2017-09-06 15:19,國語動漫,783,37,51,28,"['经典', '怀旧', '童年', '华娱卫视', '最游记', 'TV动画', '国语动漫', '台配国语', '幻想魔傳 最遊記']"
14192543,1,【BD1080P】精灵宝可梦 剧场版15：酋雷姆VS圣剑士 凯路迪欧【日语中字】,6764,2017-09-06 12:56,莉莎娜,439,35,51,110,['精灵宝可梦']
14195968,1,【DVDrip/480P】精灵宝可梦剧场版：酋雷姆VS圣剑士 凯路迪欧【月光恋曲&口袋吧】,4054,2017-09-06 12:07,奶活家教Shaw_K,158,12,26,34,"['日本动画', '剧场版', '经典', '精灵宝可梦']"
14158794,3,【标清/特别篇】高桥留美子梦幻剧场 【漫游连载组PSS & 狗肉火鍋店】,8603,2017-09-06 11:25,奶活家教Shaw_K,1014,108,58,241,"['福星小子', '高桥留美子', '日本动画', '乱马1/2', '日高法子', '犬夜叉']"
14188048,1,【Dvdrip480P/生肉】KERORO军曹超剧场版 诞生！究极 KERORO 奇迹的时空岛！！,1327,2017-09-06 11:25,奶活家教Shaw_K,25,1,9,1,"['日本动画', '生肉', '剧场版']"
14195054,1,【BD720P】精灵宝可梦剧场版15：酋雷姆VS圣剑士凯路迪欧【日语中字】,11307,2017-09-06 11:22,传说丶Rudy,810,102,94,338,"['精灵宝可梦', '日本动画', '宠物小精灵', '口袋妖怪', '神奇宝贝', '剧场版', '酋雷姆', '凯路迪欧', '圣剑士']"
14195220,1,【标清/粤语】宠物小精灵剧场版：酋雷姆VS圣剑士 凯路迪欧,2060,2017-09-06 11:21,もったいない,58,7,6,4,"['精灵宝可梦', '粤语', '经典', 'TVB']"
14198603,2,【BD1080P/生肉】天上天下 OVA【Moozzi2】,11009,2017-09-06 11:21,奶活家教Shaw_K,416,24,38,23,"['日本动画', '经典', '1080P', 'BDRIP', 'OVA•OAD']"
14211345,1,【TVB粤语】【熟肉】哆啦A梦新番：交换绳,2119,2017-09-06 11:03,鬼迷君,24,4,10,30,"['哆啦A梦', 'TV动画', '童年', '经典', 'TVB粤语', '粤语版哆啦A梦', '哆啦A梦新番']"
14199732,1,【DVDrip720P】超剧场版Keroro军曹4 袭击侵袭龙勇士！【Dmzj字幕】,2997,2017-09-05 23:49,奈落·绅士,195,31,23,45,"['川上伦子', '斋藤千和', '渡边久美子', '日升', 'Keroro军曹']"
14190712,12,【合集】金色琴弦 BlueSky（第三季）,18890,2017-09-05 18:57,哔哩哔哩番剧,306,32,173,624,"['TV动画', 'BILIBILI正版']"
14033683,1,【补档/720p】哆啦A梦新番115-宇宙枪战士大雄【129.3字幕】,33068,2017-09-05 18:00,哆啦有个梦,1159,47,137,742,['哆啦A梦']
13780177,1,【剧场版】酋雷姆VS圣剑士 凯路迪欧,18715,2017-09-05 15:39,哔哩哔哩番剧,236,50,189,597,['精灵宝可梦']
14167459,25,【DVDrip480P】热门小马之梦幻马骝仔 第二部【国语中字】,1619,2017-09-05 10:57,hungry小浩纸,105,4,16,0,"['最游记', '最游记RELOAD', '梦幻马骝仔']"
14171996,53,【480p/DVDRip】飞天小女警Z 全52话【日版生肉】,55807,2017-09-05 10:57,SerCom_KC,4470,118,325,1397,"['加藤英美里', '东映动画', '魔法少女', '飞天小女警Z', '川名真知子', '出ましたっ！パワパフガールズZ', '宫原永海', 'PPGZ']"
14176473,26,【DVDrip480P】热门小马之梦幻马骝仔 第三部【国语中字】,1309,2017-09-05 10:57,hungry小浩纸,94,6,9,2,"['最游记', '梦幻马骝仔', '最游记 RELOAD GUNLOCK']"
14178620,15,【720P/DVDRip】你是主人我是仆【生肉】,19222,2017-09-05 10:56,爱妹无双,783,27,28,169,"['生肉', '恋爱', '管家']"
14179283,52,【合集】丛林里的故事 / 狼孩莫格里【52集全/国语配音】,3859,2017-09-05 10:55,涂山恋风,193,14,21,13,"['经典', '森林王子', '狼孩']"
14179050,52,【合集】小乐比【标清】,559,2017-09-05 10:50,浅暖233,102,3,14,5,"['童年', '动画', '合集', '益智', '亲子']"
14167156,1,【DVDrip720P】超剧场版Keroro军曹2 深海的公主【dmhy字幕】,2400,2017-09-04 20:14,奈落·绅士,234,36,53,31,"['斋藤千和', '川上伦子', '桑岛法子', '渡边久美子', 'Keroro军曹']"
14156694,1,【DVDrip720P】超剧场版Keroro军曹【Dmzj字幕】,3064,2017-09-04 19:32,奈落·绅士,221,21,32,57,"['川上伦子', '斋藤千和', '渡边久美子', '日升', 'Keroro军曹']"
14133700,2,【720p】尸者的帝国（2015）【日粤双语中字】,21632,2017-09-04 19:00,还让不让取名子,2675,88,90,561,"['高清', '伊藤计划', '尸者的帝国', '720P']"
14161886,13,【720P】 朱利安国王万岁：流亡 All Hail King Julien:Exiled 第五季(新一季)13集全 【生肉】,956,2017-09-04 18:14,a391034486,40,3,6,24,"['生肉', '欧美动画', 'All Hail King Julien']"
14156831,25,【合集】美版宇宙战舰大和号第三季（star blazers III）【英语】,2551,2017-09-04 16:59,灼眼的桐人,110,3,5,5,"['英语', '宇宙战舰大和号', '科幻', '生肉', '机战', '经典', '合集']"
14156930,1,【480P/生肉】风与木之诗  OVA,3760,2017-09-04 16:59,奶活家教Shaw_K,215,10,18,110,"['日本动画', '生肉', '耽美', '经典', 'BL']"
14158444,1,【BD1080P】强袭魔女 剧场版【极影】,4697,2017-09-04 16:50,とある科学のAki,844,90,49,121,"['斋藤千和', '小清水亚美', '百合', '强袭魔女', '门胁舞以', 'BDRIP', '北欧组', '1080P', '飞天小裤裤']"
14161268,1,【480P】夺宝精灵使 妖精姬莲(1995) OVA1【熟肉】,1181,2017-09-04 16:50,奶活家教Shaw_K,64,3,3,4,"['日本动画', '经典', 'OVA•OAD']"
14103715,13,【480P】美鸟日记【日语中字】,5623,2017-09-04 11:08,责天大帝,476,58,61,612,"['日本动画', '搞笑', '经典', '旧番']"
14123856,66,【480P/VHSRip】超级酷乐猫/超級小黑咪 日语版 1-66话全【生肉】,2259,2017-09-04 11:07,加州卷酱,169,12,24,6,"['动画', '童年', '经典', '怀旧', '霹雳酷乐猫', '超级酷乐猫', '超級小黑咪']"
14125499,4,【DVDRip/英语生肉】精灵宝可梦XY特别篇 最强mega进化,4629,2017-09-04 11:07,SR新兰,57,5,17,4,['精灵宝可梦']
14130249,12,降世神通·安的转世第三季,4744,2017-09-04 11:02,小戴1996版,259,11,11,37,"['动画', '多素材', '原创动画', '综漫']"
14151512,1,【OVA】無畏魔女【千夏】,5972,2017-09-04 11:02,路過的路人,254,51,26,169,"['百合', '720P', '無畏魔女']"
14131789,52,【合集】辽艺版 宠物小精灵,4599,2017-09-04 11:02,吸血鬼的牙齿,448,21,22,39,"['皮卡丘', '御三家', '神奇宝贝', '口袋妖怪', '童年回忆', '精灵宝可梦', '小智', '中字', '智爷', '国语', '精灵球', '皮神']"
14136666,1,【1080P/BDrip】鲁邦三世2008年OVA GREEN vs RED【日语中字】,9761,2017-09-04 10:55,魯邦叁世,874,92,96,217,"['鲁邦三世', '栗田贯一', '次元大介', '峰不二子', '1080P', '増山江威子', '绿与红']"
14144091,50,【720P/全集】幸运四叶草（2009）【台配国语字幕】【全50话】,2832,2017-09-04 10:54,Novice丶小祈,132,4,5,0,"['少女', '运动']"
14144479,52,【标清】【国语中字】东京猫猫/东京喵喵,3076,2017-09-04 10:45,浅暖233,185,10,17,48,"['科幻', '搞笑', '恋爱', '动漫', '少女', '喵星人', '童年？', '东京ミュウミュウ あ・ら']"
14146714,50,【DVDrip480P】热门小马之梦幻马骝仔 第一部【国语中字】,3414,2017-09-04 10:40,hungry小浩纸,124,15,27,2,"['最游记', '梦幻马骝仔']"
14144405,15,南方公园第七季全集,--,2017-09-04 10:36,Carfeng,199,16,11,183,"['南方公园', '搞笑', '欧美动画']"
14131570,1,【720P/删减版】闪乱神乐 OVA 【幻樱】,5505,2017-09-04 10:32,奶活家教Shaw_K,218,15,19,36,"['日本动画', '720P', 'OVA•OAD']"
14151688,26,【合集】美版宇宙战舰大和号第二季（star blazers II）【英语】,8055,2017-09-04 10:31,灼眼的桐人,266,5,18,19,"['宇宙战舰大和号', '生肉', '经典', '完整版', '怀旧', '英语', '合集']"
13853380,92,【1080P/BDRip】魔神Z 全92集【生肉】,1581,2017-09-04 10:00,OPandED君,104,17,22,2,"['魔神Z', '萝卜片', 'OPandED', '远古动画', '始祖级动画']"
14150997,15,【720P/DVDRip】你是主人我是仆【漫游】,52043,2017-09-04 07:36,爱妹无双,4687,992,204,330,"['治愈向', '关智一', '后宫', '田中理惠', '纯爱', '管家', 'BDRIP', '720P']"
14117875,33,【720P/BDRip】尸鬼【生肉】,9863,2017-09-04 07:36,爱妹无双,107,5,8,3,"['生肉', '奇幻', '神作', '恐怖', '720P', 'BDRIP', '合集', '“治愈”']"
14117534,22,【720P/HDRip】尸鬼【dmzj】,4539,2017-09-04 07:35,爱妹无双,311,17,27,159,"['奇幻', 'TV动画', '冒险', '高清', '720P']"
14148478,1,【BD1080P】夏目友人帐 伍 特别篇2【2的召唤】,48161,2017-09-04 03:51,白夜落幕,3395,222,74,625,"['夏目友人帐', '特别篇', '神谷浩史', '井上和彦', '木村良平', 'Aimer', '绿川幸', 'OVA•OAD', '冈村明美', '夏目友人帐第五季']"
14116215,13,【720P】可塑性记忆 Plastic Memories【RH】,4084,2017-09-04 00:33,萨潞法迩,303,17,29,59,"['少女', '科幻', '恋爱', '雨宫天', '赤崎千夏', '神作', '催泪', '致郁', '上坂 すみれ']"
13981417,26,【480P/老物】失落的世界,2577,2017-09-03 21:41,冰狩・怜,184,19,35,39,"['动漫', '失落的世界', '童年', '老物', '合集', '欧美动画', 'The Lost World']"
13490535,1,【1080P/BDRip】摇曳百合 暑假时光！+ OVA 01（生肉）,4242,2017-09-03 21:30,萨潞法迩,291,27,36,46,"['摇曳百合', '少女', '阿卡林', '百合']"
14105116,1,【补档/720p】哆啦A梦新番75-静香夺还战【129.3字幕】,16146,2017-09-03 14:00,哆啦有个梦,313,53,71,364,"['哆啦A梦', '静香夺还战']"
14118587,1,【1080P/BDrip】鲁邦三世2008年OVA GREEN VS RED【意大利语中文字幕】,2816,2017-09-03 11:37,魯邦叁世,173,20,46,22,"['鲁邦三世', '1080P', '次元大介', '峰不二子', '意大利语', '钱形幸一', '绿与红']"
14106931,1,【OVA】氷菓 11.5【粤语版】,2934,2017-09-03 11:36,B站有丶毒,44,5,16,12,"['特典', '冰菓', '粤语版', '11.5 集']"
13490538,1,【1080P/BDRip】摇曳百合 暑假时光！+ OVA 02（生肉）,6056,2017-09-03 11:33,萨潞法迩,463,33,95,65,"['少女', '阿卡林', '摇曳百合', '百合', '日高里菜', '丰崎爱生']"
14103140,53,[BD BOX]机动战士高达W,28461,2017-09-03 11:32,哈迪斯MKII,3250,127,85,729,"['高达', '日本动画', '死神', '机动战士高达', 'BDRIP', '高达W', 'BD BOX', '自爆', '背心男', '希罗']"
14115740,6,【BD1080P】机动战士高达0080 口袋里的战争【漫游FREEWIND 改】,9775,2017-09-03 11:25,祜生,2021,132,146,457,"['机战', '机动战士高达', '口袋里的战争', '1080P', 'BDRIP']"
14075981,1,【剧场版】宠物小精灵-结晶塔的帝王【英配生肉】,1703,2017-09-02 20:39,无所事事哈士奇,20,4,5,1,"['日本动画', '生肉']"
14078760,1,【自制粤语字幕/TVB粤语】多啦A梦.大雄的猫狗时空传【DVDR/576P】,4160,2017-09-02 20:39,传奇黑鹰,34,11,5,6,['粤语多啦A梦']
14092223,2,【DVDrip480P】女神天国 1995【中字】,3657,2017-09-02 20:34,杀车片,313,15,27,18,"['日本动画', 'OVA', '西岛克彦', '福利番', 'Megami Paradise', '女神天国']"
14050317,1,【720P/BDrip】一拳超人OVA3 【生肉】,8584,2017-09-02 02:06,奶活家教Shaw_K,59,5,10,93,"['日本动画', '一拳超人', 'OVA•OAD', '720P', 'BDRIP']"
14051696,1,【1080P】Clannad OVA 另一个世界 智代篇【英配生肉】,2400,2017-09-02 00:38,无所事事哈士奇,59,5,14,2,"['1080P', 'OVA•OAD']"
14051888,1,【720P/BDrip】一拳超人OVA4 【生肉】,31974,2017-09-02 00:37,奶活家教Shaw_K,215,14,60,220,"['一拳超人', '日本动画', '生肉', 'BDRIP', 'OVA•OAD', '720P', '热血']"
14052290,2,【BD1080P/OVA】四月一日灵异事件簿：春梦记【DMS字幕组】,24897,2017-09-02 00:37,不好不败,3383,125,148,501,"['XXXHOLIC', '中井和哉', '福山润', '四月一日灵异事件簿', '大原沙耶香', '1080P', 'BDRIP', '翼', 'OVA•OAD', '×××HOLiC']"
14052672,51,【合集】胜利女排【生肉】,1417,2017-09-02 00:37,浅暖233,48,1,8,4,"['动画', '童年', '合集', '热血排球', '国语找不全', '日语听不懂']"
14075821,1,【480P】Clannad 剧场版【英配生肉】,1109,2017-09-02 00:35,无所事事哈士奇,38,3,20,1,"['日本动画', '生肉', 'CLANNAD', 'KEY']"
14054745,1,【BD 1080P】文学少女 剧场版,9766,2017-09-02 00:35,幻影动漫社,1928,123,91,273,"['神作', '花泽香菜', '剧场版', '校园', '动漫', '恋爱', '剧情', 'BDRIP', '1080P']"
14059596,26,【BD1080P】黑骸/黑色残骸 2016【2的召唤】,12844,2017-09-02 00:16,hungry小浩纸,880,37,34,226,"['P.A.WORKS', '黑色残骸', '黑骸']"
14070410,12,【1080P/BDRip】在盛夏等待 Ano Natsu de Matteru【生肉】,1543,2017-09-02 00:15,萨潞法迩,130,7,19,12,"['少女', '户松遥', '岛崎信长', '后宫', '茅野爱衣', '科幻', '恋爱', '井口裕香', '催泪', '田村 ゆかり']"
14075494,50,【合集】NANA/娜娜【台配国语】,12410,2017-09-02 00:15,國語動漫,790,45,53,135,"['经典', '爱情', '日本动画', 'TV动画', 'NANA', '国语动漫', '娜娜', '台配国语']"
14051302,1,【720P/BDrip】一拳超人OVA2 【生肉】,18638,2017-09-01 15:34,奶活家教Shaw_K,150,17,49,113,"['一拳超人', '日本动画', '生肉', 'BDRIP', 'OVA•OAD', '720P', '热血']"
14052536,1,【720P/BDrip】一拳超人OVA6 【生肉】,279777,2017-09-01 12:06,奶活家教Shaw_K,2060,125,242,879,"['日本动画', '生肉', '一拳超人', '热血', 'BDRIP', 'OVA•OAD', '720P']"
14050848,1,【720P/BDrip】一拳超人OVA5 【生肉】,10774,2017-09-01 09:53,奶活家教Shaw_K,100,10,34,127,"['一拳超人', '日本动画', '生肉', 'BDRIP', 'OVA•OAD', '720P', '热血']"
14049853,1,【720P/BDrip】一拳超人OVA1 【生肉】,46734,2017-09-01 08:56,奶活家教Shaw_K,317,36,54,323,"['一拳超人', '日本动画', '720P', 'BDRIP', 'OVA•OAD']"
13972532,52,【生肉】 小浣熊／浣熊拉斯卡尔/ 1977年【52话全】,485,2017-09-01 07:26,jopong,49,0,2,1,"['世界名作剧场', 'TV动画', '合集']"
14048237,3,【合集】头文字D 新剧场版【台配国语】【3部全】,20302,2017-09-01 05:50,國語動漫,1445,71,55,605,"['日本动画', '剧场版', '童年', '经典', '头文字D', '动画电影', '1080P', '台配国语', 'BDRIP', '国语动漫']"
14047134,23,【720P/BDRip】纯白交响曲【生肉】,20946,2017-09-01 03:59,爱妹无双,1329,28,71,159,"['生肉', '纯爱', '喜剧', '经典', '后宫', '合集', '720P', 'BDRIP']"
14030313,1,【J2粤语/特别篇】迷糊餐厅 完结篇,2041,2017-09-01 03:28,もったいない,74,3,5,10,"['粤语', '经典', '日本动画', 'TVB配音']"
14029419,1,【J2粤语】全职猎人剧场版：最后的任务,5990,2017-09-01 03:26,もったいない,212,15,16,15,"['日本动画', '全职猎人', '粤语', '经典', 'TVB']"
14045956,1,【DVDrip】秀逗魔导士剧场版： Return  1996年【英配生肉】,775,2017-09-01 02:10,海菜狸狸子,17,0,4,1,['秀逗魔导士']
14045192,24,【高清生肉】星河舰队 X Bomber,1572,2017-09-01 01:22,SanDisk,46,4,11,22,"['特摄', '童年', '永井豪', '木偶剧', '星河舰队']"
14044808,1,【480P】秀逗魔导士剧场版：完全无欠版 1995年 【英配生肉】,527,2017-09-01 01:21,海菜狸狸子,11,0,1,0,['秀逗魔导士']
14043155,40,【日语中字】凡尔赛玫瑰,1309,2017-09-01 00:32,浅暖233,120,3,6,5,"['女扮男装', '凡尔赛的玫瑰', '经典', '少女', '情感', '动画', '童年', '合集']"
14041922,2,【DVDrip576P】炎之迷宫 2000【中字】,3982,2017-09-01 00:31,杀车片,137,4,5,17,"['日本动画', '搞笑', '田村由香里', 'OVA', 'Labyrinth of Flames', '炎のらびりんす', '炎之迷宫', '西岛克彦']"
14039951,1,【自制粤语字幕/TVB粤语】多啦A梦.大雄与梦幻三剑士 【DVDR/640P】,4053,2017-08-31 23:39,传奇黑鹰,34,4,2,2,"['多啦A梦超长编', '自制粤语字幕', '林保全', '粤语多啦A梦']"
14039661,5,【576P/DVD】草莓100％ OVA【生肉】,1250,2017-08-31 22:11,奶活家教Shaw_K,51,4,5,0,"['日本动画', '生肉', 'OVA•OAD']"
14035783,1,【DVDrip576P】花样男子 剧场版 1997【HKG&lloup】,5337,2017-08-31 21:49,杀车片,209,13,17,20,"['东映动画', '花样男子', '流星花园', '剧场版', '神尾叶子']"
14024259,6,【BD1080P】闪乱神乐 SP【生肉】,7389,2017-08-31 19:13,とある科学のAki,433,19,16,44,"['闪乱神乐', '百合', '小林优', '原田瞳']"
14027561,24,【Viutv粤语/标清】时间飞船24【全集】,1209,2017-08-31 18:09,もったいない,87,5,6,2,"['日本动画', '粤语']"
14000085,6,补档【自制粤语字幕】TVB粤语多啦A夢 【黄昕瑜版/720P】不定期更新,941,2017-08-31 08:19,传奇黑鹰,35,4,5,0,"['自制粤语字幕', '粤语多啦A梦']"
14003448,1,【1080P】约会大作战 第一季OVA【英配】,4399,2017-08-31 08:17,无所事事哈士奇,100,7,14,26,"['日本动画', '后宫', '1080P', 'OVA•OAD']"
14003901,1,【1080P】约会大作战 第二季 OVA【英配】,11276,2017-08-31 08:16,无所事事哈士奇,99,11,11,35,"['恋爱', '时崎狂三', '约会大作战', '后宫', '1080P', 'OVA•OAD']"
14012558,12,【720P/TVRip】咎狗之血【生肉】,46897,2017-08-31 08:15,爱妹无双,3403,50,255,589,"['战争', 'TV动画', 'BL', 'TVRip']"
14010221,40,【生肉/世界名作剧场】 崔普一家物语/ 音乐之声 /1991年【40话全】,1212,2017-08-31 04:38,jopong,100,4,4,6,"['世界名作剧场', 'TV动画', '合集']"
14011123,26,【生肉/世界名作剧场】名犬萊西/ 灵犬莱西 /1996年【26话全】,398,2017-08-31 04:37,jopong,29,0,0,0,"['TV动画', '世界名作剧场', '合集']"
14003123,12,【合集】甲铁城的卡巴内瑞【台配国语】【1-12话全】,22052,2017-08-31 03:37,國語動漫,893,46,76,139,"['日本动画', '甲铁城的卡巴内瑞', '国语动漫', '720P', '热血', '台配国语', '甲铁城的卡巴内利']"
13996348,1,【720P】斯特拉的魔法 OVA 02【桜都】,1126,2017-08-31 02:42,萨潞法迩,80,9,21,4,"['百合', '悠木碧', '校园', '村川梨衣', '搞笑', '长绳麻理亚', '小泽亚李']"
